global_step,eval_loss,train_loss,matches
1617,2.047281154870987,0.7015151977539062,168
2000,2.1840305280685426,1.2110686302185059,160
3234,2.161359307527542,0.9817632436752319,163
4000,2.161359307527542,0.7810434699058533,163
4851,2.161359307527542,0.31957632303237915,163
6000,2.161359307527542,0.442065954208374,163
6468,2.161359307527542,0.48436155915260315,163
8000,2.161359307527542,0.47341182827949524,163
8085,2.161359307527542,0.40263688564300537,163
