global_step,eval_loss,train_loss,matches
1,3.2775471210479736,7.876401424407959,0
2,3.180511474609375,13.375563621520996,0
3,3.0416061878204346,3.24346923828125,0
4,2.713491678237915,1.631548285484314,0
5,2.6862266063690186,0.7672170996665955,0
6,2.633129835128784,0.8061493635177612,0
7,2.46461820602417,0.468101441860199,0
8,2.2820723056793213,0.5165725350379944,0
9,2.15028977394104,0.3828788995742798,0
10,2.102979898452759,0.37827447056770325,0
